"服务器","玩家id","账号","等级","金额","代理","订单号","充值时间"
"台湾14服","13002862","110779627","173","90","taiwanios","016001400130028621521103356087	","2018-03-15 16:42:36"
"台湾13服","12002819","9857532","238","150","taiwanios","016001300120028191521103301245	","2018-03-15 16:41:41"
"台湾16服","15001166","503198110","21","30","taiwanios","016001600150011661521103262869	","2018-03-15 16:41:02"
"台湾16服","15001199","110788405","7","90","taiwanios","016001600150011991521103258890	","2018-03-15 16:40:58"
"台湾13服","12002744","110773861","230","150","taiwanios","016001300120027441521103185253	","2018-03-15 16:39:45"
"台湾4服","3001189","100066179","297","30","taiwanios","016000400030011891521103121065	","2018-03-15 16:38:41"
"台湾15服","14000418","508002662","206","150","taiwanios","016001500140004181521103112773	","2018-03-15 16:38:32"
"台湾16服","15000305","107015569","154","30","taiwanios","016001600150003051521103042497	","2018-03-15 16:37:22"
"台湾16服","15000065","15543167","143","890","taiwanios","016001600150000651521102844341	","2018-03-15 16:34:04"
"台湾13服","12003028","19783979","233","300","taiwanios","016001300120030281521102743117	","2018-03-15 16:32:23"
"台湾9服","8004229","507966190","280","590","taiwanios","016000900080042291521102679532	","2018-03-15 16:31:19"
"台湾16服","15001146","105300613","21","590","taiwanios","016001600150011461521102647169	","2018-03-15 16:30:47"
"台湾15服","14004222","109085609","85","150","taiwanios","016001500140042221521102424974	","2018-03-15 16:27:04"
"台湾3服","2001453","19439539","295","300","taiwanios","016000300020014531521102407895	","2018-03-15 16:26:47"
"台湾16服","15001097","21278686","54","590","taiwanios","016001600150010971521102345046	","2018-03-15 16:25:45"
"台湾16服","15001124","19872880","18","30","taiwanios","016001600150011241521102309838	","2018-03-15 16:25:09"
"台湾13服","12002538","110760927","230","890","taiwanios","016001300120025381521102296583	","2018-03-15 16:24:56"
"台湾7服","6000472","11277207","294","500","taiwanios","180315162300837341	","2018-03-15 16:24:03"
"台湾11服","10000181","505756722","271","30","taiwanios","016001100100001811521102166642	","2018-03-15 16:22:46"
"台湾16服","15001120","508008962","16","30","taiwanios","016001600150011201521102163461	","2018-03-15 16:22:43"
"台湾15服","14001371","110783441","194","500","taiwanios","180315161942881646	","2018-03-15 16:22:04"
"台湾15服","14001371","110783441","194","500","taiwanios","180315161832816628	","2018-03-15 16:22:04"
"台湾3服","2001767","13978855","308","150","taiwanios","016000300020017671521101991559	","2018-03-15 16:19:51"
"台湾14服","13002460","507999440","212","150","taiwanios","016001400130024601521101983537	","2018-03-15 16:19:43"
"台湾16服","15000990","508008796","96","150","taiwanios","016001600150009901521101849142	","2018-03-15 16:17:29"
"台湾7服","6000615","110730757","291","150","taiwanios","016000700060006151521101715733	","2018-03-15 16:15:15"
"台湾14服","13001208","110777769","233","590","taiwanios","016001400130012081521101587364	","2018-03-15 16:13:07"
"台湾13服","12000126","507959646","259","150","taiwanios","016001300120001261521101528481	","2018-03-15 16:12:08"
"台湾15服","14002367","508005146","169","30","taiwanios","016001500140023671521101464869	","2018-03-15 16:11:04"
"台湾11服","10000181","505756722","271","890","taiwanios","016001100100001811521101453126	","2018-03-15 16:10:53"
"台湾16服","15001071","508000500","31","150","taiwanios","016001600150010711521101323260	","2018-03-15 16:08:43"
"台湾15服","14000351","21776854","200","300","taiwanios","016001500140003511521101320949	","2018-03-15 16:08:40"
"台湾16服","15001076","3658900","9","30","taiwanios","016001600150010761521101226866	","2018-03-15 16:07:06"
"台湾14服","13001702","507998628","175","300","taiwanios","016001400130017021521101217247	","2018-03-15 16:06:57"
"台湾16服","15001071","508000500","18","590","taiwanios","016001600150010711521101131142	","2018-03-15 16:05:31"
"台湾10服","9002867","503282020","258","1490","taiwanios","016001000090028671521101015181	","2018-03-15 16:03:35"
"台湾10服","9002713","106314409","251","150","taiwanios","180315155210473535	","2018-03-15 16:00:00"
"台湾15服","14004536","508008720","97","150","taiwanios","016001500140045361521100687055	","2018-03-15 15:58:07"
"台湾12服","11001809","1587044","239","150","taiwanios","016001200110018091521100672865	","2018-03-15 15:57:52"
"台湾9服","8003017","7294104","255","300","taiwanios","180315155520999603	","2018-03-15 15:56:34"
"台湾16服","15000990","508008796","58","150","taiwanios","016001600150009901521100568360	","2018-03-15 15:56:08"
"台湾16服","15001031","25767035","9","30","taiwanios","016001600150010311521100337241	","2018-03-15 15:52:17"
"台湾16服","15000992","1055605","27","30","taiwanios","016001600150009921521100093419	","2018-03-15 15:48:13"
"台湾16服","15000271","21515018","105","590","taiwanios","016001600150002711521100061813	","2018-03-15 15:47:41"
"台湾1服 ","7844","109239553","41","30","taiwanios","016000100000078441521100036228	","2018-03-15 15:47:16"
"台湾12服","11003978","507987378","250","150","taiwanios","016001200110039781521099980391	","2018-03-15 15:46:20"
"台湾16服","15001015","21705384","4","150","taiwanios","016001600150010151521099952783	","2018-03-15 15:45:52"
"台湾13服","12000624","503481282","244","150","taiwanios","016001300120006241521099854440	","2018-03-15 15:44:14"
"台湾16服","15001006","508008824","3","30","taiwanios","016001600150010061521099826976	","2018-03-15 15:43:46"
"台湾16服","15000271","21515018","104","300","taiwanios","016001600150002711521099702152	","2018-03-15 15:41:42"
"台湾9服","8003017","7294104","254","300","taiwanios","180315153925556739	","2018-03-15 15:40:40"
"台湾9服","8000462","110742733","265","30","taiwanios","016000900080004621521099553972	","2018-03-15 15:39:13"
"台湾14服","13003329","110780067","232","150","taiwanios","016001400130033291521099241911	","2018-03-15 15:34:01"
"台湾14服","13003329","110780067","232","30","taiwanios","016001400130033291521099075593	","2018-03-15 15:31:15"
"台湾3服","2006287","508005020","41","150","taiwanios","016000300020062871521099066819	","2018-03-15 15:31:06"
"台湾16服","15000305","107015569","150","30","taiwanios","016001600150003051521099030566	","2018-03-15 15:30:30"
"台湾13服","12004939","507996348","235","1490","taiwanios","180315152728519651	","2018-03-15 15:30:19"
"台湾14服","13002053","506376060","221","150","taiwanios","016001400130020531521098924385	","2018-03-15 15:28:44"
"台湾2服","1004482","3946051","84","300","taiwanios","016000200010044821521098800515	","2018-03-15 15:26:40"
"台湾15服","14002869","110785011","204","2990","taiwanios","016001500140028691521098698176	","2018-03-15 15:24:58"
"台湾1服 ","6443","100134281","240","150","taiwanios","016000100000064431521098655973	","2018-03-15 15:24:15"
"台湾16服","15000586","7960929","140","150","taiwanios","016001600150005861521098586856	","2018-03-15 15:23:06"
"台湾14服","13001289","110777865","231","890","taiwanios","016001400130012891521098586167	","2018-03-15 15:23:06"
"台湾5服","4004501","13970254","62","90","taiwanios","016000500040045011521098516495	","2018-03-15 15:21:56"
"台湾15服","14004536","508008720","8","30","taiwanios","016001500140045361521098329459	","2018-03-15 15:18:49"
"台湾15服","14003232","508006102","153","30","taiwanios","016001500140032321521098313932	","2018-03-15 15:18:33"
"台湾16服","15000681","110780347","114","100","taiwanios","180315151654319781	","2018-03-15 15:18:00"
"台湾16服","15000899","110787975","18","30","taiwanios","016001600150008991521098034886	","2018-03-15 15:13:54"
"台湾6服","5000261","110719917","291","150","taiwanios","016000600050002611521097975313	","2018-03-15 15:12:55"
"台湾9服","8000159","106443745","266","150","taiwanios","016000900080001591521097943871	","2018-03-15 15:12:23"
"台湾16服","15000681","110780347","110","300","taiwanios","180315150837703431	","2018-03-15 15:10:36"
"台湾16服","15000890","110744975","25","30","taiwanios","016001600150008901521097753479	","2018-03-15 15:09:13"
"台湾16服","15000891","25055542","9","30","taiwanios","016001600150008911521097682125	","2018-03-15 15:08:02"
"台湾3服","2001277","110664895","290","90","taiwanios","180315150215695853	","2018-03-15 15:03:07"
"台湾3服","2001277","110664895","290","90","taiwanios","180315150108319301	","2018-03-15 15:03:07"
"台湾15服","14000180","503211580","215","1490","taiwanios","016001500140001801521097316589	","2018-03-15 15:01:56"
"台湾16服","15000834","508008592","53","30","taiwanios","016001600150008341521097226641	","2018-03-15 15:00:26"
"台湾14服","13003342","508000500","212","150","taiwanios","016001400130033421521097213993	","2018-03-15 15:00:13"
"台湾15服","14001494","508004074","199","590","taiwanios","016001500140014941521096937989	","2018-03-15 14:55:37"
"台湾16服","15000088","5160865","92","150","taiwanios","016001600150000881521096688809	","2018-03-15 14:51:28"
"台湾11服","10001190","507971974","258","150","taiwanios","016001100100011901521096645989	","2018-03-15 14:50:45"
"台湾16服","15000827","507967312","18","30","taiwanios","016001600150008271521096471095	","2018-03-15 14:47:51"
"台湾13服","12003465","105472403","245","1490","taiwanios","180315144331532297	","2018-03-15 14:45:03"
"台湾12服","11005222","3458848","231","2990","taiwanios","016001200110052221521096255114	","2018-03-15 14:44:15"
"台湾12服","11005812","507989472","249","150","taiwanios","180315144225898345	","2018-03-15 14:44:03"
"台湾15服","14001481","110783575","206","150","taiwanios","016001500140014811521095837992	","2018-03-15 14:37:17"
"台湾14服","13000787","110777191","232","590","taiwanios","016001400130007871521095828822	","2018-03-15 14:37:08"
"台湾14服","13000787","110777191","232","590","taiwanios","016001400130007871521095710415	","2018-03-15 14:35:10"
"台湾16服","15000586","7960929","103","30","taiwanios","016001600150005861521095603482	","2018-03-15 14:33:23"
"台湾14服","13000787","110777191","232","890","taiwanios","016001400130007871521095478638	","2018-03-15 14:31:18"
"台湾15服","14002983","110785155","184","150","taiwanios","016001500140029831521095446266	","2018-03-15 14:30:46"
"台湾16服","15000586","7960929","100","150","taiwanios","016001600150005861521095392860	","2018-03-15 14:29:52"
"台湾13服","12000593","507991286","232","150","taiwanios","016001300120005931521095318015	","2018-03-15 14:28:38"
"台湾15服","14003565","508006420","149","30","taiwanios","016001500140035651521095172239	","2018-03-15 14:26:12"
"台湾16服","15000586","7960929","96","300","taiwanios","016001600150005861521095143280	","2018-03-15 14:25:43"
"台湾15服","14003234","503439490","181","150","taiwanios","016001500140032341521095109771	","2018-03-15 14:25:09"
"台湾16服","15000170","110787063","155","890","taiwanios","016001600150001701521095020062	","2018-03-15 14:23:40"
"台湾15服","14003432","100110159","123","30","taiwanios","016001500140034321521095007176	","2018-03-15 14:23:27"
"台湾3服","2002575","15235700","322","2000","taiwanios","180315142201577244	","2018-03-15 14:22:28"
"台湾15服","14003432","100110159","123","90","taiwanios","016001500140034321521094898963	","2018-03-15 14:21:38"
"台湾12服","11006789","107765631","108","590","taiwanios","016001200110067891521094822549	","2018-03-15 14:20:22"
"台湾10服","9003902","9844947","224","150","taiwanios","016001000090039021521094773414	","2018-03-15 14:19:33"
"台湾10服","9002867","503282020","258","150","taiwanios","016001000090028671521094712947	","2018-03-15 14:18:32"
"台湾13服","12000302","104933885","233","150","taiwanios","016001300120003021521094652727	","2018-03-15 14:17:32"
"台湾16服","15000712","505521672","2","30","taiwanios","016001600150007121521094325348	","2018-03-15 14:12:05"
"台湾1服 ","7822","500248132","141","300","taiwanios","016000100000078221521094319167	","2018-03-15 14:11:59"
"台湾12服","11002795","7438128","235","150","taiwanios","016001200110027951521094084650	","2018-03-15 14:08:04"
"台湾3服","2006004","503153210","275","300","taiwanios","016000300020060041521093899735	","2018-03-15 14:04:59"
"台湾16服","15000170","110787063","154","150","taiwanios","016001600150001701521093886554	","2018-03-15 14:04:46"
"台湾14服","13000171","507996706","218","50","taiwanios","180315135313478709	","2018-03-15 14:02:02"
"台湾3服","2004663","110673237","278","890","taiwanios","016000300020046631521093525084	","2018-03-15 13:58:45"
"台湾14服","13004374","508001546","213","150","taiwanios","016001400130043741521093496274	","2018-03-15 13:58:16"
"台湾13服","12003679","110774873","243","890","taiwanios","016001300120036791521093481569	","2018-03-15 13:58:01"
"台湾12服","11005478","21461933","212","300","taiwanios","016001200110054781521093480536	","2018-03-15 13:58:00"
"台湾14服","13004374","508001546","213","590","taiwanios","016001400130043741521093393357	","2018-03-15 13:56:33"
"台湾1服 ","7824","505414218","68","30","taiwanios","016000100000078241521093349942	","2018-03-15 13:55:49"
"台湾14服","13004374","508001546","213","300","taiwanios","016001400130043741521093282734	","2018-03-15 13:54:42"
"台湾1服 ","7131","105572663","231","150","taiwanios","016000100000071311521093243648	","2018-03-15 13:54:03"
"台湾1服 ","7131","105572663","231","30","taiwanios","016000100000071311521093113374	","2018-03-15 13:51:53"
"台湾16服","15000127","503540640","148","150","taiwanios","016001600150001271521093099335	","2018-03-15 13:51:39"
"台湾16服","15000268","1817294","103","590","taiwanios","016001600150002681521093085270	","2018-03-15 13:51:25"
"台湾16服","15000533","110787467","94","1490","taiwanios","016001600150005331521092965924	","2018-03-15 13:49:25"
"台湾12服","11006216","107243093","227","150","taiwanios","016001200110062161521092904141	","2018-03-15 13:48:24"
"台湾15服","14004084","110786193","150","30","taiwanios","016001500140040841521092849080	","2018-03-15 13:47:29"
"台湾15服","14004084","110786193","150","150","taiwanios","016001500140040841521092826444	","2018-03-15 13:47:06"
"台湾14服","13000447","23388126","255","2990","taiwanios","016001400130004471521092802930	","2018-03-15 13:46:42"
"台湾16服","15000608","503406080","43","150","taiwanios","016001600150006081521092513689	","2018-03-15 13:41:53"
"台湾15服","14004322","104561465","155","150","taiwanios","016001500140043221521092475751	","2018-03-15 13:41:15"
"台湾16服","15000268","1817294","97","150","taiwanios","016001600150002681521092472123	","2018-03-15 13:41:12"
"台湾13服","12000464","507991100","236","890","taiwanios","016001300120004641521092432007	","2018-03-15 13:40:32"
"台湾15服","14004307","508007222","71","300","taiwanios","016001500140043071521092417783	","2018-03-15 13:40:17"
"台湾15服","14001842","108955413","186","890","taiwanios","016001500140018421521092359532	","2018-03-15 13:39:19"
"台湾11服","10003879","507979460","207","30","taiwanios","016001100100038791521092359524	","2018-03-15 13:39:19"
"台湾11服","10004782","105704639","254","30","taiwanios","016001100100047821521092286713	","2018-03-15 13:38:06"
"台湾16服","15000394","19997376","2","30","taiwanios","016001600150003941521092268103	","2018-03-15 13:37:48"
"台湾16服","15000127","503540640","136","590","taiwanios","016001600150001271521092225704	","2018-03-15 13:37:05"
"台湾14服","13001881","45415788","232","2990","taiwanios","016001400130018811521092205542	","2018-03-15 13:36:45"
"台湾11服","10004782","105704639","254","30","taiwanios","016001100100047821521092200018	","2018-03-15 13:36:40"
"台湾11服","10004782","105704639","254","590","taiwanios","016001100100047821521092072201	","2018-03-15 13:34:32"
"台湾16服","15000541","7861527","47","30","taiwanios","016001600150005411521091981935	","2018-03-15 13:33:01"
"台湾15服","14002010","507709376","222","5000","taiwanios","180315132715229863	","2018-03-15 13:28:52"
"台湾15服","14003857","110785985","161","590","taiwanios","016001500140038571521091676079	","2018-03-15 13:27:56"
"台湾14服","13000555","13096955","119","30","taiwanios","016001400130005551521091617351	","2018-03-15 13:26:57"
"台湾11服","10004782","105704639","254","590","taiwanios","016001100100047821521091615239	","2018-03-15 13:26:55"
"台湾15服","14000199","7458809","194","150","taiwanios","016001500140001991521091551792	","2018-03-15 13:25:51"
"台湾6服","5002728","506701048","303","150","taiwanios","016000600050027281521091533275	","2018-03-15 13:25:33"
"台湾2服","1004370","507096916","258","300","taiwanios","016000200010043701521091523319	","2018-03-15 13:25:23"
"台湾16服","15000564","1426989","18","30","taiwanios","016001600150005641521091462996	","2018-03-15 13:24:22"
"台湾11服","10004782","105704639","254","590","taiwanios","016001100100047821521091453076	","2018-03-15 13:24:13"
"台湾13服","12002744","110773861","227","590","taiwanios","016001300120027441521091452746	","2018-03-15 13:24:12"
"台湾15服","14000199","7458809","194","150","taiwanios","016001500140001991521091305940	","2018-03-15 13:21:45"
"台湾1服 ","2623","19833541","301","150","taiwanios","180315115321167892	","2018-03-15 13:21:02"
"台湾16服","15000547","23094285","34","30","taiwanios","016001600150005471521091240405	","2018-03-15 13:20:40"
"台湾13服","12000955","502441498","224","150","taiwanios","016001300120009551521091021262	","2018-03-15 13:17:01"
"台湾1服 ","7822","500248132","35","590","taiwanios","016000100000078221521091013645	","2018-03-15 13:16:53"
"台湾11服","10004792","101712243","242","50","taiwanios","180315131508422059	","2018-03-15 13:16:18"
"台湾13服","12002744","110773861","227","150","taiwanios","016001300120027441521090930862	","2018-03-15 13:15:30"
"台湾15服","14004432","508007444","138","150","taiwanios","016001500140044321521090744519	","2018-03-15 13:12:24"
"台湾1服 ","7822","500248132","18","30","taiwanios","016000100000078221521090636010	","2018-03-15 13:10:36"
"台湾16服","15000533","110787467","5","30","taiwanios","016001600150005331521090515221	","2018-03-15 13:08:35"
"台湾13服","12000108","110201217","246","150","taiwanios","016001300120001081521090413433	","2018-03-15 13:06:53"
"台湾7服","6000858","507950442","286","90","taiwanios","016000700060008581521090411614	","2018-03-15 13:06:51"
"台湾16服","15000089","9049842","141","30","taiwanios","016001600150000891521090288489	","2018-03-15 13:04:48"
"台湾12服","11005824","110597087","254","2990","taiwanios","016001200110058241521090237424	","2018-03-15 13:03:57"
"台湾10服","9004427","11470896","254","500","taiwanios","180315130255110160	","2018-03-15 13:03:44"
"台湾16服","15000481","110787405","19","90","taiwanios","016001600150004811521089728484	","2018-03-15 12:55:28"
"台湾15服","14000359","21763492","203","300","taiwanios","016001500140003591521089712952	","2018-03-15 12:55:12"
"台湾14服","13002711","15074709","206","30","taiwanios","016001400130027111521089707422	","2018-03-15 12:55:07"
"台湾16服","15000453","504001708","19","30","taiwanios","016001600150004531521089563204	","2018-03-15 12:52:43"
"台湾14服","13000447","23388126","255","2990","taiwanios","016001400130004471521089536588	","2018-03-15 12:52:16"
"台湾7服","6000399","110730387","294","150","taiwanios","180315125126879092	","2018-03-15 12:52:15"
"台湾16服","15000089","9049842","140","150","taiwanios","016001600150000891521089444939	","2018-03-15 12:50:44"
"台湾12服","11003502","507986726","231","1150","taiwanios","180315124712851568	","2018-03-15 12:49:07"
"台湾12服","11003893","110767491","242","300","taiwanios","016001200110038931521089328941	","2018-03-15 12:48:48"
"台湾15服","14004366","3304391","121","150","taiwanios","016001500140043661521089291076	","2018-03-15 12:48:11"
"台湾16服","15000271","21515018","63","30","taiwanios","016001600150002711521089239218	","2018-03-15 12:47:19"
"台湾16服","15000438","25423153","18","30","taiwanios","016001600150004381521089224763	","2018-03-15 12:47:04"
"台湾15服","14003646","109411581","105","30","taiwanios","016001500140036461521089206340	","2018-03-15 12:46:46"
"台湾12服","11001522","11463394","249","300","taiwanios","016001200110015221521089198337	","2018-03-15 12:46:38"
"台湾15服","14004366","3304391","121","590","taiwanios","016001500140043661521089113509	","2018-03-15 12:45:13"
"台湾12服","11003893","110767491","242","150","taiwanios","016001200110038931521089090649	","2018-03-15 12:44:50"
"台湾11服","10004382","110760485","259","2990","taiwanios","016001100100043821521089048825	","2018-03-15 12:44:08"
"台湾12服","11001522","11463394","248","150","taiwanios","016001200110015221521088972482	","2018-03-15 12:42:52"
"台湾14服","13000447","23388126","255","2990","taiwanios","016001400130004471521088965561	","2018-03-15 12:42:45"
"台湾15服","14004366","3304391","121","590","taiwanios","016001500140043661521088868577	","2018-03-15 12:41:08"
"台湾16服","15000402","17462404","25","590","taiwanios","016001600150004021521088849530	","2018-03-15 12:40:49"
"台湾15服","14000359","21763492","201","300","taiwanios","016001500140003591521088716377	","2018-03-15 12:38:36"
"台湾13服","12003536","7122030","222","1490","taiwanios","016001300120035361521088710609	","2018-03-15 12:38:30"
"台湾14服","13000447","23388126","255","2990","taiwanios","016001400130004471521088654035	","2018-03-15 12:37:34"
"台湾1服 ","7610","3233467","151","30","taiwanios","016000100000076101521088640503	","2018-03-15 12:37:20"
"台湾10服","9004698","507973972","268","150","taiwanios","016001000090046981521088408056	","2018-03-15 12:33:28"
"台湾11服","10002914","110758743","253","30","taiwanios","016001100100029141521088362239	","2018-03-15 12:32:42"
"台湾12服","11005478","21461933","205","150","taiwanios","016001200110054781521088090772	","2018-03-15 12:28:10"
"台湾16服","15000102","5877503","105","150","taiwanios","016001600150001021521088024735	","2018-03-15 12:27:04"
"台湾14服","13000585","506986284","209","300","taiwanios","016001400130005851521087974510	","2018-03-15 12:26:14"
"台湾16服","15000358","3162766","8","30","taiwanios","016001600150003581521087949857	","2018-03-15 12:25:49"
"台湾12服","11005478","21461933","203","150","taiwanios","016001200110054781521087942535	","2018-03-15 12:25:42"
"台湾16服","15000170","110787063","95","150","taiwanios","016001600150001701521087812111	","2018-03-15 12:23:32"
"台湾14服","13002711","15074709","205","30","taiwanios","016001400130027111521087808676	","2018-03-15 12:23:28"
"台湾1服 ","7817","110138473","18","30","taiwanios","016000100000078171521087802842	","2018-03-15 12:23:22"
"台湾14服","13002711","15074709","205","30","taiwanios","016001400130027111521087784313	","2018-03-15 12:23:04"
"台湾14服","13002051","102460061","217","150","taiwanios","016001400130020511521087761950	","2018-03-15 12:22:41"
"台湾16服","15000141","508007750","77","30","taiwanios","016001600150001411521087738654	","2018-03-15 12:22:18"
"台湾14服","13002010","19542609","222","150","taiwanios","016001400130020101521087571012	","2018-03-15 12:19:31"
"台湾14服","13001485","105646365","163","590","taiwanios","016001400130014851521087374247	","2018-03-15 12:16:14"
"台湾15服","14000187","17133200","213","150","taiwanios","016001500140001871521087229190	","2018-03-15 12:13:49"
"台湾16服","15000284","13461042","1","30","taiwanios","016001600150002841521087191318	","2018-03-15 12:13:11"
"台湾15服","14003909","505740742","163","590","taiwanios","016001500140039091521087141127	","2018-03-15 12:12:21"
"台湾16服","15000284","13461042","1","150","taiwanios","016001600150002841521087129959	","2018-03-15 12:12:09"
"台湾16服","15000269","101167625","18","30","taiwanios","016001600150002691521087125515	","2018-03-15 12:12:05"
"台湾11服","10002194","25823894","273","150","taiwanios","016001100100021941521087048279	","2018-03-15 12:10:48"
"台湾15服","14004084","110786193","111","30","taiwanios","016001500140040841521087046447	","2018-03-15 12:10:46"
"台湾16服","15000089","9049842","108","150","taiwanios","016001600150000891521086938962	","2018-03-15 12:08:58"
"台湾7服","6001484","507951336","282","590","taiwanios","016000700060014841521086915478	","2018-03-15 12:08:35"
"台湾14服","13003288","21529747","207","150","taiwanios","016001400130032881521086753707	","2018-03-15 12:05:53"
"台湾15服","14001494","508004074","192","150","taiwanios","016001500140014941521086735355	","2018-03-15 12:05:35"
"台湾16服","15000240","13172388","7","30","taiwanios","016001600150002401521086596737	","2018-03-15 12:03:16"
"台湾14服","13002711","15074709","204","30","taiwanios","016001400130027111521086436010	","2018-03-15 12:00:36"
"台湾13服","12005236","106469269","194","1000","taiwanios","180315115926526732	","2018-03-15 11:59:48"
"台湾2服","1000244","17869817","312","150","taiwanios","016000200010002441521086288933	","2018-03-15 11:58:08"
"台湾15服","14003086","1994411","173","150","taiwanios","016001500140030861521086256108	","2018-03-15 11:57:36"
"台湾15服","14004431","505438028","134","890","taiwanios","016001500140044311521086171379	","2018-03-15 11:56:11"
"台湾14服","13003288","21529747","207","590","taiwanios","016001400130032881521086161062	","2018-03-15 11:56:01"
"台湾10服","9001173","503090740","257","300","taiwanios","180315115314374055	","2018-03-15 11:54:53"
"台湾10服","9004698","507973972","267","300","taiwanios","016001000090046981521085954693	","2018-03-15 11:52:34"
"台湾15服","14000208","3785586","125","150","taiwanios","016001500140002081521085872724	","2018-03-15 11:51:12"
"台湾15服","14001080","109393451","180","590","taiwanios","016001500140010801521085409129	","2018-03-15 11:43:29"
"台湾15服","14001368","508003928","192","590","taiwanios","016001500140013681521085346201	","2018-03-15 11:42:26"
"台湾13服","12000488","3487359","245","300","taiwanios","016001300120004881521085344175	","2018-03-15 11:42:24"
"台湾2服","1004470","110784061","153","30","taiwanios","016000200010044701521085315504	","2018-03-15 11:41:55"
"台湾15服","14003668","7532639","146","30","taiwanios","016001500140036681521085229268	","2018-03-15 11:40:29"
"台湾12服","11006361","15414284","235","150","taiwanios","016001200110063611521085185625	","2018-03-15 11:39:45"
"台湾16服","15000127","503540640","4","590","taiwanios","016001600150001271521084994235	","2018-03-15 11:36:34"
"台湾16服","15000102","5877503","37","30","taiwanios","016001600150001021521084984304	","2018-03-15 11:36:24"
"台湾16服","15000089","9049842","41","30","taiwanios","016001600150000891521084879487	","2018-03-15 11:34:39"
"台湾15服","14003234","503439490","162","590","taiwanios","016001500140032341521084872187	","2018-03-15 11:34:32"
"台湾14服","13004719","5556336","168","150","taiwanios","016001400130047191521084801043	","2018-03-15 11:33:21"
"台湾12服","11006016","1753882","255","1490","taiwanios","016001200110060161521084445265	","2018-03-15 11:27:25"
"台湾14服","13004374","508001546","204","300","taiwanios","016001400130043741521084381831	","2018-03-15 11:26:21"
"台湾15服","14000776","108955139","29","30","taiwanios","016001500140007761521084308250	","2018-03-15 11:25:08"
"台湾14服","13004374","508001546","203","30","taiwanios","016001400130043741521084247451	","2018-03-15 11:24:07"
"台湾16服","15000088","5160865","4","30","taiwanios","016001600150000881521084242685	","2018-03-15 11:24:02"
"台湾12服","11006016","1753882","255","890","taiwanios","016001200110060161521084169205	","2018-03-15 11:22:49"
"台湾13服","12003679","110774873","242","150","taiwanios","016001300120036791521084166876	","2018-03-15 11:22:46"
"台湾13服","12003291","507815736","230","30","taiwanios","016001300120032911521083947582	","2018-03-15 11:19:07"
"台湾15服","14002635","110784761","186","30","taiwanios","016001500140026351521083940457	","2018-03-15 11:19:00"
"台湾15服","14002635","110784761","186","90","taiwanios","016001500140026351521083861317	","2018-03-15 11:17:41"
"台湾1服 ","778","1223100","329","90","taiwanios","016000100000007781521083755846	","2018-03-15 11:15:55"
"台湾16服","15000058","11644052","9","30","taiwanios","016001600150000581521083722843	","2018-03-15 11:15:22"
"台湾4服","3000885","3447694","321","1000","taiwanios","180315111233163632	","2018-03-15 11:13:47"
"台湾14服","13001343","507998178","227","150","taiwanios","016001400130013431521083615170	","2018-03-15 11:13:35"
"台湾15服","14004503","25200928","23","30","taiwanios","016001500140045031521083459491	","2018-03-15 11:10:59"
"台湾13服","12000131","109268851","236","150","taiwanios","016001300120001311521083348852	","2018-03-15 11:09:08"
"台湾15服","14004483","110786781","51","30","taiwanios","016001500140044831521083288619	","2018-03-15 11:08:08"
"台湾15服","14004503","25200928","8","90","taiwanios","016001500140045031521083223616	","2018-03-15 11:07:03"
"台湾10服","9001375","23071497","263","2990","taiwanios","016001000090013751521082986237	","2018-03-15 11:03:06"
"台湾16服","15000018","9548703","6","30","taiwanios","016001600150000181521082953925	","2018-03-15 11:02:33"
"台湾11服","10004668","110760813","246","500","taiwanios","180315105903669338	","2018-03-15 11:00:00"
"台湾9服","8001940","17545480","246","90","taiwanios","016000900080019401521082705587	","2018-03-15 10:58:25"
"台湾4服","3004891","13112308","239","300","taiwanios","016000400030048911521082653360	","2018-03-15 10:57:33"
"台湾1服 ","7348","105932671","222","150","taiwanios","016000100000073481521082537099	","2018-03-15 10:55:37"
"台湾14服","13003422","21668868","209","150","taiwanios","016001400130034221521082430994	","2018-03-15 10:53:50"
"台湾13服","12003291","507815736","230","150","taiwanios","016001300120032911521082428312	","2018-03-15 10:53:48"
"台湾12服","11006487","502970498","247","1490","taiwanios","016001200110064871521082408846	","2018-03-15 10:53:28"
"台湾14服","13001289","110777865","227","90","taiwanios","016001400130012891521082406294	","2018-03-15 10:53:26"
"台湾13服","12004850","109061191","222","30","taiwanios","016001300120048501521082349585	","2018-03-15 10:52:29"
"台湾15服","14004432","508007444","42","30","taiwanios","016001500140044321521082343909	","2018-03-15 10:52:23"
"台湾15服","14003021","105190677","120","30","taiwanios","016001500140030211521082195578	","2018-03-15 10:49:55"
"台湾14服","13004812","7742488","180","1000","taiwanios","180315104501475458	","2018-03-15 10:45:46"
"台湾15服","14001799","3334748","180","300","taiwanios","016001500140017991521081878068	","2018-03-15 10:44:38"
"台湾7服","6003834","110735225","269","150","taiwanios","016000700060038341521081836510	","2018-03-15 10:43:56"
"台湾14服","13004129","1134234","182","30","taiwanios","016001400130041291521081781354	","2018-03-15 10:43:01"
"台湾15服","14004431","505438028","8","30","taiwanios","016001500140044311521081653372	","2018-03-15 10:40:53"
"台湾14服","13003709","508000838","210","30","taiwanios","016001400130037091521081460633	","2018-03-15 10:37:40"
"台湾15服","14000140","13313917","199","30","taiwanios","016001500140001401521081226166	","2018-03-15 10:33:46"
